age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
31,average,strictly anything,often,never,graduated from college/university,white,75,30000,other,,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,scorpio and it&rsquo;s fun to think about,no,english (fluently),single
25,fit,,,never,graduated from college/university,white,64,-1,,,straight,has dogs and likes cats,judaism,f,,,"english (fluently), french (okay), russian (poorly), hebrew (poorly)",single
34,fit,mostly anything,,,,,65,40000,other,doesn&rsquo;t want kids,straight,likes dogs and likes cats,,f,leo and it&rsquo;s fun to think about,no,english,single
26,athletic,,socially,never,graduated from college/university,other,68,-1,hospitality / travel,,straight,,,m,sagittarius,no,"english (fluently), russian (fluently)",single
34,fit,anything,socially,sometimes,working on masters program,"black, native american, white",75,70000,student,,straight,,atheism and laughing about it,m,scorpio and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (okay), japanese (okay), french (poorly)",single
22,,,socially,never,graduated from college/university,asian,64,-1,sales / marketing / biz dev,,straight,,,f,,no,"english, chinese",single
24,fit,anything,often,,graduated from college/university,"asian, white",70,-1,education / academia,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism but not too serious about it,f,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single
48,fit,anything,rarely,never,graduated from college/university,white,73,-1,banking / financial / real estate,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",gay,likes dogs,,m,,no,english,single
29,,mostly anything,socially,never,graduated from college/university,white,70,-1,science / tech / engineering,,straight,,judaism but not too serious about it,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), italian (fluently), french (okay), spanish (poorly), c++ (poorly)",single
31,athletic,mostly anything,rarely,never,graduated from masters program,asian,61,80000,science / tech / engineering,doesn&rsquo;t have kids,straight,likes dogs,christianity,f,,no,"english (fluently), french (poorly), chinese (fluently)",single
51,average,,rarely,never,graduated from masters program,white,66,-1,computer / hardware / software,,straight,likes dogs and likes cats,judaism but not too serious about it,f,capricorn but it doesn&rsquo;t matter,no,english,single
22,skinny,,socially,never,college/university,asian,64,-1,student,doesn&rsquo;t want kids,gay,dislikes dogs and dislikes cats,buddhism,m,pisces,no,"english, vietnamese, chinese",single
30,athletic,mostly anything,socially,never,graduated from college/university,"hispanic / latin, white",71,100000,computer / hardware / software,doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), french (okay), spanish (poorly)",single
33,fit,,socially,,graduated from college/university,white,67,150000,banking / financial / real estate,,straight,,,m,,trying to quit,english,single
25,fit,strictly other,socially,,graduated from college/university,white,75,-1,other,doesn&rsquo;t have kids,straight,,atheism,m,,no,"english (fluently), spanish (poorly)",single
23,athletic,anything,socially,never,graduated from college/university,white,68,-1,banking / financial / real estate,,straight,,,f,leo and it&rsquo;s fun to think about,no,english,single
42,fit,strictly anything,socially,,working on space camp,white,69,-1,computer / hardware / software,has a kid,straight,,buddhism and laughing about it,m,leo,no,"english, french (poorly)",single
33,average,mostly anything,rarely,sometimes,dropped out of two-year college,white,72,20000,other,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,has dogs and has cats,atheism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",available
28,,,rarely,never,graduated from masters program,white,69,-1,,,straight,likes dogs and likes cats,judaism and somewhat serious about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), turkish (poorly)",seeing someone
24,average,mostly anything,rarely,never,dropped out of college/university,white,71,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,likes cats,atheism,m,,no,"english, c++",single
43,,,,,,,74,-1,,,straight,,,m,,,english,single
31,thin,,socially,,working on ph.d program,"middle eastern, white",64,20000,education / academia,,straight,,judaism,f,,no,"english (fluently), hebrew (fluently), german (okay), french (poorly)",single
23,average,mostly anything,often,never,,white,78,20000,,,straight,,,m,,sometimes,"english, german, french, spanish",single
29,a little extra,mostly anything,socially,,graduated from college/university,hispanic / latin,69,-1,education / academia,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and dislikes cats,,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single
52,a little extra,strictly anything,not at all,never,,white,68,-1,artistic / musical / writer,has kids,straight,,other,m,sagittarius and it&rsquo;s fun to think about,no,english (poorly),single
29,athletic,strictly anything,socially,never,graduated from college/university,asian,69,-1,banking / financial / real estate,,straight,,,m,,no,"english, japanese (poorly)",single
51,athletic,anything,not at all,never,graduated from masters program,white,74,150000,executive / management,,gay,likes dogs and likes cats,catholicism but not too serious about it,m,pisces but it doesn&rsquo;t matter,no,english,single
39,average,mostly anything,socially,never,graduated from college/university,white,64,-1,sales / marketing / biz dev,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,christianity but not too serious about it,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), french (poorly)",single
28,fit,,socially,never,graduated from college/university,white,69,-1,executive / management,,straight,,judaism but not too serious about it,m,,no,"english (fluently), japanese (poorly)",single
59,thin,,not at all,never,graduated from law school,"native american, hispanic / latin",67,80000,political / government,,gay,likes dogs and has cats,christianity and very serious about it,m,libra but it doesn&rsquo;t matter,no,english (fluently),available
43,fit,mostly anything,socially,never,graduated from masters program,asian,62,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,,,f,pisces,no,english,single
26,,,,,graduated from space camp,,70,20000,student,,gay,likes dogs and likes cats,other and laughing about it,f,pisces and it&rsquo;s fun to think about,,english,single
34,fit,mostly anything,socially,never,graduated from masters program,indian,68,150000,executive / management,,straight,likes dogs,other but not too serious about it,m,scorpio but it doesn&rsquo;t matter,no,english,single
29,curvy,,socially,never,graduated from college/university,,70,-1,sales / marketing / biz dev,"doesn&rsquo;t have kids, but might want them",straight,,,m,,trying to quit,"english (okay), russian (poorly), turkish (fluently)",single
28,fit,,socially,never,graduated from masters program,,74,-1,other,doesn&rsquo;t have kids,straight,likes dogs and likes cats,,m,,,english,single
35,athletic,,socially,never,graduated from college/university,white,74,100000,science / tech / engineering,,straight,likes cats,,m,aries,no,english,single
24,average,,socially,never,graduated from college/university,asian,69,-1,other,,straight,likes dogs,,m,leo but it doesn&rsquo;t matter,no,"english, chinese (okay)",single
31,average,anything,socially,never,dropped out of two-year college,hispanic / latin,69,-1,sales / marketing / biz dev,has a kid,straight,likes dogs,catholicism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,no,"english (okay), spanish (fluently)",seeing someone
39,fit,,socially,never,,white,70,100000,executive / management,has a kid,straight,likes dogs and dislikes cats,agnosticism and laughing about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
37,athletic,anything,socially,,graduated from college/university,white,75,100000,entertainment / media,,straight,likes dogs and likes cats,other and laughing about it,m,aries but it doesn&rsquo;t matter,,english (fluently),single
29,skinny,,socially,sometimes,working on masters program,white,63,-1,student,doesn&rsquo;t want kids,straight,likes dogs and has cats,agnosticism but not too serious about it,f,taurus and it&rsquo;s fun to think about,no,"english, french (poorly)",single
24,thin,mostly vegetarian,not at all,never,graduated from college/university,asian,65,-1,entertainment / media,,straight,,agnosticism but not too serious about it,f,,no,"english (fluently), chinese (fluently), french (poorly)",seeing someone
24,average,,socially,sometimes,working on masters program,hispanic / latin,64,-1,student,,gay,,agnosticism and laughing about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single
39,athletic,,socially,,graduated from college/university,white,70,-1,computer / hardware / software,,straight,likes dogs and dislikes cats,agnosticism and laughing about it,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), italian (poorly)",single
34,fit,strictly anything,socially,never,graduated from masters program,white,68,-1,executive / management,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,libra,no,"english (fluently), spanish (fluently), c++ (fluently)",single
38,athletic,mostly anything,socially,never,graduated from med school,,69,-1,medicine / health,"doesn&rsquo;t have kids, but might want them",gay,likes dogs and has cats,,m,,no,english,single
23,average,,socially,never,,hispanic / latin,66,-1,other,,straight,likes dogs,catholicism but not too serious about it,m,sagittarius and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (fluently)",single
42,athletic,,socially,never,graduated from two-year college,white,72,100000,other,,straight,likes dogs,catholicism,m,libra,no,english,single
30,,,socially,never,graduated from college/university,white,60,-1,other,,straight,likes dogs and likes cats,atheism,f,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",seeing someone
43,fit,mostly anything,socially,,graduated from masters program,white,65,-1,executive / management,,gay,likes dogs,agnosticism and somewhat serious about it,f,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single
30,fit,strictly anything,socially,never,graduated from law school,white,65,-1,law / legal services,,straight,likes dogs,,f,leo and it&rsquo;s fun to think about,no,"english, german (fluently), japanese (poorly)",single
50,average,,socially,never,graduated from college/university,white,64,70000,other,has kids,straight,likes dogs and likes cats,,f,cancer,no,english,single
41,athletic,,often,,graduated from college/university,white,74,-1,entertainment / media,,straight,,atheism and laughing about it,m,cancer but it doesn&rsquo;t matter,,"english (fluently), german (okay), french (poorly)",single
28,average,mostly anything,socially,never,graduated from masters program,black,64,-1,education / academia,"doesn&rsquo;t have kids, but wants them",straight,likes dogs,christianity,f,aquarius,no,english (fluently),single
35,fit,mostly anything,socially,never,,hispanic / latin,66,80000,transportation,,straight,likes dogs,catholicism but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
29,fit,strictly anything,socially,sometimes,graduated from college/university,white,71,150000,science / tech / engineering,wants kids,straight,likes dogs and likes cats,atheism and laughing about it,m,leo but it doesn&rsquo;t matter,sometimes,english (fluently),single
22,athletic,,socially,never,graduated from college/university,hispanic / latin,71,-1,education / academia,,straight,likes dogs and likes cats,catholicism and somewhat serious about it,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
20,thin,mostly anything,rarely,never,working on college/university,white,65,-1,student,doesn&rsquo;t want kids,bisexual,likes dogs and has cats,,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), italian (okay)",single
31,average,,socially,often,graduated from space camp,other,71,70000,entertainment / media,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,has cats,other and laughing about it,m,libra but it doesn&rsquo;t matter,trying to quit,english,single
31,athletic,mostly anything,socially,never,graduated from ph.d program,asian,71,-1,science / tech / engineering,,straight,,,m,,no,"english (fluently), chinese (poorly), french (poorly)",single
30,,,socially,,graduated from college/university,white,75,-1,,,straight,,agnosticism,m,leo,,english,single
32,fit,anything,socially,,graduated from college/university,asian,66,-1,banking / financial / real estate,doesn&rsquo;t have kids,straight,,christianity and laughing about it,m,cancer,no,"english (fluently), korean (okay)",single
56,athletic,,not at all,never,dropped out of college/university,white,70,-1,sales / marketing / biz dev,,bisexual,likes dogs,,m,,no,english,single
40,curvy,mostly anything,socially,never,graduated from college/university,white,68,-1,sales / marketing / biz dev,doesn&rsquo;t have kids,straight,likes dogs and has cats,other,f,taurus but it doesn&rsquo;t matter,no,english (fluently),single
36,fit,mostly other,socially,never,graduated from college/university,white,66,-1,artistic / musical / writer,"doesn&rsquo;t have kids, but might want them",straight,likes dogs,other but not too serious about it,f,leo but it doesn&rsquo;t matter,no,english,single
25,athletic,mostly vegetarian,socially,sometimes,graduated from college/university,white,70,30000,other,,straight,likes dogs and likes cats,other but not too serious about it,m,aries and it&rsquo;s fun to think about,no,english,single
47,athletic,,socially,sometimes,graduated from space camp,white,64,-1,executive / management,doesn&rsquo;t want kids,straight,likes dogs and likes cats,atheism and very serious about it,f,scorpio but it doesn&rsquo;t matter,no,"english (fluently), french (okay), other (fluently)",single
47,athletic,anything,socially,,graduated from college/university,white,70,-1,,"doesn&rsquo;t have kids, but might want them",straight,,catholicism,m,gemini,no,english (fluently),single
44,fit,,not at all,,graduated from space camp,"asian, pacific islander",63,-1,artistic / musical / writer,,straight,likes dogs and likes cats,agnosticism and laughing about it,m,pisces and it&rsquo;s fun to think about,no,"english, tagalog (okay), spanish (okay)",single
40,full figured,,rarely,sometimes,graduated from masters program,white,75,100000,executive / management,,gay,likes dogs and likes cats,agnosticism but not too serious about it,m,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), dutch (poorly)",single
44,average,,socially,never,,white,75,80000,science / tech / engineering,,straight,has dogs and likes cats,agnosticism but not too serious about it,m,taurus and it&rsquo;s fun to think about,no,english (fluently),single
27,overweight,,,never,,asian,68,-1,,,straight,,,m,,,english,single
28,athletic,,socially,never,working on college/university,,71,-1,construction / craftsmanship,,straight,has dogs,,m,libra but it doesn&rsquo;t matter,no,english,single
44,average,,socially,never,working on college/university,black,70,-1,education / academia,has kids,straight,,,m,aries,no,english,single
35,fit,,socially,,graduated from masters program,white,63,-1,education / academia,,straight,likes dogs and likes cats,,f,cancer and it&rsquo;s fun to think about,no,english,single
29,,mostly anything,socially,,graduated from college/university,,63,-1,education / academia,,bisexual,likes dogs and likes cats,,f,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), danish (poorly)",single
54,fit,mostly other,socially,never,graduated from masters program,white,64,-1,education / academia,,straight,has cats,agnosticism,f,capricorn,no,"english (fluently), spanish (poorly)",single
34,,,not at all,never,graduated from college/university,hispanic / latin,72,20000,artistic / musical / writer,,straight,likes dogs and likes cats,atheism,m,,yes,"english (fluently), spanish (fluently)",seeing someone
32,average,strictly anything,socially,sometimes,graduated from ph.d program,white,69,-1,education / academia,doesn&rsquo;t have kids,straight,,agnosticism but not too serious about it,m,pisces but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), spanish (fluently), polish (fluently), chinese (poorly)",single
30,athletic,anything,often,,graduated from college/university,white,73,-1,science / tech / engineering,,straight,likes dogs and likes cats,atheism but not too serious about it,m,,no,english,single
24,average,,socially,never,graduated from college/university,,64,-1,,,straight,,,f,sagittarius and it&rsquo;s fun to think about,no,english,single
23,athletic,strictly anything,socially,sometimes,working on college/university,white,68,-1,science / tech / engineering,,straight,likes dogs and likes cats,atheism but not too serious about it,m,gemini and it&rsquo;s fun to think about,when drinking,english (fluently),single
41,fit,,rarely,never,graduated from college/university,"asian, white",71,-1,computer / hardware / software,,straight,likes dogs and likes cats,,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
29,athletic,mostly vegetarian,socially,,graduated from college/university,white,73,-1,,,straight,,,m,libra and it&rsquo;s fun to think about,no,english,single
23,skinny,,socially,never,graduated from college/university,white,63,-1,sales / marketing / biz dev,,straight,,judaism but not too serious about it,f,aries but it doesn&rsquo;t matter,no,"english, russian",single
24,fit,mostly anything,socially,never,graduated from college/university,white,72,-1,sales / marketing / biz dev,,straight,likes dogs,,m,,no,english (fluently),single
62,a little extra,,socially,never,graduated from masters program,white,66,-1,science / tech / engineering,has kids,straight,likes dogs and likes cats,judaism but not too serious about it,m,capricorn but it doesn&rsquo;t matter,no,english,single
33,athletic,mostly anything,socially,never,graduated from college/university,white,69,-1,sales / marketing / biz dev,,straight,,,f,,no,english,single
37,fit,,often,never,graduated from masters program,white,71,-1,transportation,,straight,,,f,pisces and it&rsquo;s fun to think about,no,english (fluently),single
39,average,,socially,never,graduated from ph.d program,"asian, hispanic / latin",70,-1,education / academia,,gay,,christianity,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
52,athletic,,socially,never,graduated from college/university,white,69,-1,political / government,doesn&rsquo;t have kids,gay,,agnosticism but not too serious about it,m,scorpio and it&rsquo;s fun to think about,no,english,single
37,curvy,,socially,sometimes,working on college/university,other,60,-1,education / academia,doesn&rsquo;t want kids,straight,has dogs,,f,scorpio,,english,available
42,athletic,,socially,never,graduated from masters program,white,76,-1,banking / financial / real estate,has kids,straight,likes dogs,catholicism but not too serious about it,m,taurus and it&rsquo;s fun to think about,no,english,single
23,athletic,,socially,never,,black,75,-1,other,has a kid,straight,,,m,scorpio,,english,single
26,average,mostly anything,socially,never,graduated from college/university,asian,68,-1,other,doesn&rsquo;t want kids,straight,,atheism,m,,no,"english (fluently), chinese (fluently), spanish (poorly)",single
22,fit,mostly anything,socially,never,graduated from college/university,asian,70,-1,other,,straight,has dogs and likes cats,christianity but not too serious about it,m,virgo and it&rsquo;s fun to think about,trying to quit,"english (fluently), chinese (fluently), other (okay)",single
26,fit,,often,sometimes,graduated from college/university,white,68,-1,executive / management,,gay,likes dogs and has cats,agnosticism but not too serious about it,m,aries and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (okay)",single
41,fit,mostly vegetarian,not at all,never,graduated from college/university,white,71,-1,transportation,,straight,likes dogs and likes cats,other and laughing about it,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
22,curvy,strictly anything,socially,never,working on masters program,asian,63,-1,student,doesn&rsquo;t want kids,straight,likes dogs and likes cats,buddhism but not too serious about it,f,taurus but it doesn&rsquo;t matter,no,"english (fluently), other (fluently)",single
25,average,strictly anything,rarely,sometimes,graduated from college/university,asian,65,-1,artistic / musical / writer,,straight,dislikes cats,,f,,sometimes,english,single
24,average,,socially,never,,white,67,-1,,,straight,has dogs,christianity,m,capricorn,,english,single
41,skinny,mostly anything,often,never,dropped out of college/university,white,73,-1,other,,straight,likes dogs and likes cats,atheism but not too serious about it,m,virgo but it doesn&rsquo;t matter,yes,"english (fluently), latin (poorly)",single
32,curvy,strictly vegetarian,rarely,never,graduated from college/university,white,63,-1,clerical / administrative,,straight,likes dogs and likes cats,,f,pisces and it&rsquo;s fun to think about,no,english,single
33,average,mostly vegetarian,socially,never,graduated from college/university,indian,72,-1,medicine / health,"doesn&rsquo;t have kids, but wants them",straight,,other,m,cancer,sometimes,"english, hindi, other",single
43,fit,mostly anything,socially,never,graduated from college/university,white,68,-1,education / academia,,straight,likes dogs and has cats,,f,aries and it&rsquo;s fun to think about,no,english,single
51,fit,,socially,never,graduated from college/university,white,66,-1,sales / marketing / biz dev,has a kid,straight,likes dogs and likes cats,catholicism,f,,no,"english, italian (fluently), spanish (okay)",single
33,average,strictly other,socially,never,graduated from two-year college,asian,62,20000,hospitality / travel,has kids,straight,likes dogs and likes cats,other,f,sagittarius,no,english,single
48,fit,mostly anything,not at all,never,graduated from masters program,hispanic / latin,72,100000,executive / management,doesn&rsquo;t have kids,straight,likes dogs,catholicism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
34,curvy,vegetarian,socially,never,working on two-year college,,67,30000,other,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",gay,likes dogs and likes cats,other and very serious about it,f,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
30,athletic,,often,sometimes,graduated from masters program,white,77,-1,entertainment / media,,straight,likes dogs and dislikes cats,catholicism and somewhat serious about it,m,pisces but it doesn&rsquo;t matter,when drinking,english,single
58,overweight,,socially,sometimes,,white,72,-1,,,gay,,,m,,no,english,single
31,athletic,mostly anything,socially,never,graduated from college/university,white,72,-1,executive / management,,straight,likes dogs and likes cats,agnosticism,m,virgo,no,english,single
51,average,mostly anything,socially,sometimes,dropped out of college/university,hispanic / latin,70,20000,rather not say,,gay,has dogs and has cats,catholicism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
22,average,anything,socially,never,working on college/university,asian,69,-1,,,straight,likes dogs and likes cats,atheism,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), chinese (okay)",single
31,thin,mostly anything,,,dropped out of space camp,white,71,-1,executive / management,,straight,likes cats,atheism but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), c++ (okay), ancient greek (poorly), german (poorly)",available
37,average,anything,socially,sometimes,graduated from college/university,white,69,-1,artistic / musical / writer,,straight,,atheism and laughing about it,m,capricorn but it doesn&rsquo;t matter,yes,"english (fluently), portuguese (fluently), spanish (fluently), french (fluently), dutch (poorly)",single
50,fit,strictly other,socially,never,graduated from masters program,white,73,100000,science / tech / engineering,,straight,has cats,atheism and laughing about it,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), swedish (fluently), german (poorly), russian (poorly)",single
36,athletic,,socially,never,graduated from college/university,asian,67,-1,entertainment / media,,gay,,christianity,m,capricorn,no,english,single
34,,,socially,never,graduated from masters program,white,67,-1,other,,straight,has dogs,,m,aries but it doesn&rsquo;t matter,no,"english, dutch (poorly)",single
34,fit,anything,socially,never,,asian,65,-1,sales / marketing / biz dev,doesn&rsquo;t have kids,straight,,,f,libra,no,english,single
33,a little extra,,socially,never,graduated from masters program,white,62,-1,medicine / health,doesn&rsquo;t have kids,gay,likes dogs,,f,aries but it doesn&rsquo;t matter,no,english,single
24,athletic,,socially,never,graduated from college/university,"hispanic / latin, white",72,-1,science / tech / engineering,doesn&rsquo;t want kids,straight,likes dogs and likes cats,,m,,no,"english, spanish (okay)",single
27,average,mostly anything,socially,,graduated from college/university,white,70,-1,computer / hardware / software,,straight,,judaism and laughing about it,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), spanish (poorly)",single
33,curvy,mostly anything,socially,never,graduated from college/university,white,65,-1,executive / management,doesn&rsquo;t have kids,straight,has dogs,,f,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), italian (poorly)",single
30,fit,mostly vegetarian,socially,never,graduated from masters program,white,66,-1,sales / marketing / biz dev,,straight,has dogs,,f,leo and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay), french (okay)",single
33,athletic,mostly anything,socially,,graduated from masters program,white,75,-1,science / tech / engineering,,straight,has dogs and likes cats,other but not too serious about it,m,,no,"english (fluently), german (fluently)",single
36,skinny,,socially,,graduated from college/university,white,67,60000,education / academia,,straight,,agnosticism,f,,no,english,single
29,curvy,,socially,,graduated from masters program,white,63,-1,other,,straight,likes dogs,judaism,f,aquarius,no,english,single
48,average,,socially,never,graduated from college/university,white,63,-1,sales / marketing / biz dev,has a kid,straight,likes dogs and has cats,atheism,f,taurus but it doesn&rsquo;t matter,no,"english (fluently), greek (fluently)",single
29,average,mostly anything,socially,,graduated from college/university,white,64,-1,sales / marketing / biz dev,,straight,likes dogs,catholicism but not too serious about it,f,pisces but it doesn&rsquo;t matter,no,english,single
23,average,mostly anything,socially,never,working on college/university,white,71,40000,other,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), chinese (poorly), japanese (okay)",single
35,skinny,strictly anything,socially,never,graduated from college/university,white,69,-1,computer / hardware / software,doesn&rsquo;t want kids,gay,likes dogs and likes cats,atheism and very serious about it,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), c++ (okay)",single
28,athletic,mostly anything,socially,never,graduated from college/university,white,73,150000,computer / hardware / software,,straight,,,m,libra and it&rsquo;s fun to think about,no,english,single
35,average,mostly vegetarian,rarely,never,graduated from masters program,white,76,-1,science / tech / engineering,,straight,likes dogs and likes cats,,m,taurus and it&rsquo;s fun to think about,no,"english, french (poorly), spanish (poorly)",single
28,athletic,mostly anything,rarely,never,graduated from college/university,asian,70,-1,entertainment / media,,straight,has dogs and dislikes cats,catholicism and laughing about it,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), tagalog (fluently), spanish (okay), japanese (poorly)",single
23,used up,strictly anything,socially,sometimes,working on college/university,,68,1000000,student,,straight,has dogs and has cats,christianity and laughing about it,m,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
25,,mostly anything,socially,never,graduated from masters program,"hispanic / latin, white",71,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), c++ (fluently), spanish (poorly)",single
28,thin,,,,,white,64,-1,,,straight,,,f,,,english,single
25,,,socially,,graduated from college/university,white,70,-1,sales / marketing / biz dev,,straight,likes dogs and dislikes cats,agnosticism and very serious about it,m,,no,english (okay),single
40,average,,socially,never,graduated from college/university,asian,64,-1,sales / marketing / biz dev,doesn&rsquo;t have kids,straight,,other,f,capricorn,no,english,single
34,athletic,mostly anything,socially,,graduated from college/university,white,73,-1,,,straight,likes dogs and likes cats,,m,,no,english (fluently),single
26,athletic,,socially,never,graduated from college/university,asian,69,-1,science / tech / engineering,,straight,likes dogs,christianity,m,scorpio but it doesn&rsquo;t matter,,"english (fluently), korean (fluently)",single
28,fit,,socially,sometimes,graduated from college/university,white,71,-1,banking / financial / real estate,,straight,,agnosticism,m,,trying to quit,"english (fluently), japanese (poorly)",single
50,average,mostly anything,socially,never,graduated from college/university,white,74,-1,artistic / musical / writer,"has a kid, and might want more",straight,has dogs and likes cats,agnosticism,m,cancer and it&rsquo;s fun to think about,no,"english, irish (poorly), spanish (okay), french (poorly)",single
46,a little extra,,socially,never,graduated from college/university,white,69,-1,medicine / health,,straight,,atheism,m,capricorn but it doesn&rsquo;t matter,no,english,single
41,athletic,anything,socially,never,graduated from masters program,white,72,250000,executive / management,has kids,straight,,,m,,no,english,single
32,average,strictly anything,socially,,graduated from college/university,,62,-1,,,straight,likes dogs and likes cats,,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), italian (poorly)",single
48,skinny,vegan,rarely,never,graduated from college/university,white,74,-1,artistic / musical / writer,doesn&rsquo;t want kids,straight,likes dogs and likes cats,other but not too serious about it,m,aries but it doesn&rsquo;t matter,no,"english (fluently), greek (poorly)",single
32,jacked,mostly anything,socially,,graduated from college/university,"native american, white",69,80000,science / tech / engineering,,straight,likes dogs and likes cats,atheism but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), occitan (okay)",single
27,curvy,mostly anything,socially,,graduated from college/university,white,65,-1,other,"doesn&rsquo;t have kids, but wants them",straight,likes dogs,atheism and laughing about it,f,leo and it&rsquo;s fun to think about,trying to quit,"english, spanish (okay), french (poorly)",single
30,skinny,,often,never,graduated from college/university,white,65,-1,sales / marketing / biz dev,,straight,,catholicism,f,cancer but it doesn&rsquo;t matter,no,"english, spanish",single
35,average,mostly anything,socially,never,graduated from college/university,white,70,-1,science / tech / engineering,,straight,likes dogs,,m,,no,english,single
45,thin,,often,sometimes,graduated from masters program,white,73,80000,computer / hardware / software,,gay,,other,m,leo and it&rsquo;s fun to think about,when drinking,english,single
47,a little extra,,socially,never,,native american,83,-1,,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,catholicism but not too serious about it,m,gemini and it&rsquo;s fun to think about,sometimes,english,single
30,curvy,mostly anything,socially,,working on college/university,black,67,-1,student,doesn&rsquo;t have kids,straight,likes dogs,,f,aries but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",single
33,average,mostly anything,socially,sometimes,graduated from masters program,other,62,-1,other,,straight,likes dogs and likes cats,other but not too serious about it,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), italian (okay), spanish (okay)",single
25,used up,,socially,sometimes,dropped out of space camp,asian,95,-1,education / academia,,straight,,buddhism but not too serious about it,m,pisces,no,"english (poorly), afrikaans (fluently), czech (fluently), hawaiian (fluently), ilongo (okay)",seeing someone
40,fit,mostly kosher,socially,,graduated from college/university,"hispanic / latin, other",73,-1,computer / hardware / software,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other and laughing about it,m,scorpio and it&rsquo;s fun to think about,,"english (fluently), spanish (okay)",single
28,athletic,,socially,never,,white,68,-1,,,gay,has dogs,,m,scorpio but it doesn&rsquo;t matter,no,english,single
26,athletic,,socially,,graduated from college/university,white,71,-1,executive / management,,straight,likes dogs and likes cats,judaism but not too serious about it,m,gemini,no,"english (fluently), spanish (okay)",single
