EN_YEAR	FR_ANNEÉ	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_INVITATION_CATEGORY	FR_CATEGORIE_D'INVITATION	EN_ITA_SCORE	FR_NOTE_D'IPD	TOTAL
2021	2021	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	7245
2021	2021	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	6845
2021	2021	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	1315
2021	2021	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 51 - 100	Note 51 - 100	--
2021	2021	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	20
2021	2021	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	--
2021	2021	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	1190
2021	2021	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	75
2021	2021	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	--
2021	2021	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	620
2021	2021	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	10
2021	2021	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 601 - 700	Note 601 - 700	--
2021	2021	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	90
2021	2021	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	690
2021	2021	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	1680
2021	2021	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 151 - 200	Note 151 - 200	--
2021	2021	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 201 - 250	Note 201 - 250	--
2021	2021	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	--
2021	2021	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	10
2021	2021	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	280
2021	2021	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	335
2021	2021	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	240
2021	2021	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	50
2021	2021	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	90
2021	2021	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2021	2021	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	145
2021	2021	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2021	2021	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	105
2021	2021	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	665
2021	2021	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	--
2021	2021	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	5
2021	2021	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	195
2021	2021	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	185
2021	2021	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	165
2021	2021	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	35
2021	2021	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	75
2021	2021	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	10
2021	2021	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	180
2021	2021	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	10
2021	2021	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	610
2021	2021	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	--
2021	2021	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	65
2021	2021	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	60
2021	2021	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	75
2021	2021	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	25
2021	2021	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	10
2021	2021	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2021	2021	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	5
2021	2021	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	5
2021	2021	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	35
2021	2021	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	--
2021	2021	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	--
2021	2021	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	15
2021	2021	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	15
2021	2021	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	15
2021	2021	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	--
2021	2021	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	--
2021	2021	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2021	2021	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	--
2021	2021	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	--
2021	2021	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	--
2021	2021	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 151 - 200	Note 151 - 200	--
2021	2021	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 201 - 250	Note 201 - 250	10
2021	2021	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	20
2021	2021	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	70
2021	2021	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	520
2021	2021	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	450
2021	2021	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	375
2021	2021	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	85
2021	2021	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2021	2021	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	45
2021	2021	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	5
2021	2021	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	430
2021	2021	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2021	2021	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	15
2021	2021	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	125
2021	2021	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	970
2021	2021	Nunavut	Nunavut	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	5
2021	2021	Nunavut	Nunavut	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	5
2021	2021	Nunavut	Nunavut	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	--
2021	2021	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 101 - 150	Note 101 - 150	5
2021	2021	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 151 - 200	Note 151 - 200	30
2021	2021	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 201 - 250	Note 201 - 250	90
2021	2021	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	200
2021	2021	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	530
2021	2021	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	8560
2021	2021	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	20875
2021	2021	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	21235
2021	2021	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	3080
2021	2021	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 51 - 100	Note 51 - 100	--
2021	2021	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	85
2021	2021	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	--
2021	2021	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	5955
2021	2021	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	430
2021	2021	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	5
2021	2021	Ontario	Ontario	Not Stated	Non Déclaré	Score 501 - 600	Note 501 - 600	--
2021	2021	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	3880
2021	2021	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2021	2021	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	50
2021	2021	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	300
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 101 - 150	Note 101 - 150	--
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 151 - 200	Note 151 - 200	--
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 201 - 250	Note 201 - 250	--
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	10
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	90
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	205
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	120
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	45
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	10
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	5
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	20
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	20
2021	2021	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	220
2021	2021	Province/Territory not stated	Province / territoire non déclaré(e)	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	--
2021	2021	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 101 - 150	Note 101 - 150	--
2021	2021	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 151 - 200	Note 151 - 200	--
2021	2021	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 201 - 250	Note 201 - 250	--
2021	2021	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	5
2021	2021	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	10
2021	2021	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	210
2021	2021	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	305
2021	2021	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	260
2021	2021	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	45
2021	2021	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2021	2021	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	85
2021	2021	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2021	2021	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	265
2021	2021	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	100
2021	2021	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	660
2021	2021	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 201 - 250	Note 201 - 250	--
2021	2021	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	5
2021	2021	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	20
2021	2021	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	30
2021	2021	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	15
2021	2021	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	10
2021	2021	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	--
2021	2021	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	--
2021	2021	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	--
2021	2021	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	5
2022	2022	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	185
2022	2022	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	505
2022	2022	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	15
2022	2022	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	155
2022	2022	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	410
2022	2022	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	--
2022	2022	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	1365
2022	2022	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	20
2022	2022	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	160
2022	2022	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	1840
2022	2022	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	570
2022	2022	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	2050
2022	2022	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	30
2022	2022	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	--
2022	2022	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	140
2022	2022	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	465
2022	2022	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	--
2022	2022	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	1695
2022	2022	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	70
2022	2022	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 601 - 700	Note 601 - 700	--
2022	2022	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	60
2022	2022	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	480
2022	2022	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	1935
2022	2022	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	35
2022	2022	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	85
2022	2022	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2022	2022	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	20
2022	2022	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	60
2022	2022	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	375
2022	2022	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2022	2022	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	5
2022	2022	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	150
2022	2022	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	1465
2022	2022	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	15
2022	2022	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	65
2022	2022	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	--
2022	2022	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	30
2022	2022	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	60
2022	2022	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	--
2022	2022	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	220
2022	2022	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2022	2022	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	15
2022	2022	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	540
2022	2022	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	--
2022	2022	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	30
2022	2022	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	--
2022	2022	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2022	2022	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	65
2022	2022	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	15
2022	2022	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	225
2022	2022	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	--
2022	2022	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	15
2022	2022	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	5
2022	2022	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	--
2022	2022	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	--
2022	2022	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	10
2022	2022	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	5
2022	2022	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	65
2022	2022	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	155
2022	2022	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2022	2022	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	10
